id,user_id,task_type,description,related_link,date_from,date_to,status,priority,created_at,updated_at,created_by,assigned_by,start_time,end_time,duration_minutes
8e8ba107-aa2c-4d6d-b2bb-1a3c0c898e2a,97d1ff5c-bd83-4687-8276-fa161cefaba0,Cover Session,cover session 7:30,,2026-02-11,2026-02-11,done,2,2026-02-11 16:31:59.406116+00,2026-02-15 12:35:30.843604+00,,,,,,
f6332859-22d4-4ffb-bd3b-9da022191653,38b09a82-449a-4bc8-be88-3db7db207770,Team Meeting,"To cover some quality tips and tricks Ahmed Elsayed was on emergency leave Mohamed Hamed Darder Didn't attend",https://zoom.us/recording/detail?meeting_id=%2FSECRIlkQW2DOTJPQzntsQ%3D%3D,2026-02-13,2026-02-17,done,2,2026-02-12 16:03:54.194932+00,2026-02-16 13:12:19.145743+00,,,,,,
8d766c9d-db99-46b5-8460-4467805fe175,45620717-bd9b-45ba-8265-b85af82e7796,Other,The session reminder was prepared and shared on Slack,,2026-02-13,2026-02-13,done,2,2026-02-13 10:34:37.5165+00,2026-02-13 10:34:37.5165+00,,,,,,
79377007-d11a-4ac9-b82e-5a16e905eea2,c3251261-cbc7-4bba-a6e8-17a947cf74ae,Cover Session,"assigned at 3:00 pm Cover Sessions: 3:00 PM",,2026-02-10,2026-02-10,done,4,2026-02-13 10:40:43.957161+00,2026-02-13 10:40:43.957161+00,,,,,60
e2e84136-5cd6-47ff-b41c-1290bb7f3c25,c3251261-cbc7-4bba-a6e8-17a947cf74ae,Cover Session,". Cover Sessions: 4:30 PM",,2026-02-10,2026-02-10,done,3,2026-02-13 10:41:23.692457+00,2026-02-13 10:41:23.692457+00,,,,,60
1ca2fe62-1e91-4a74-b9ad-3ad9bfb4a8b9,c3251261-cbc7-4bba-a6e8-17a947cf74ae,Cover Session,". Cover Sessions: 6:00 PM",,2026-02-10,2026-02-10,done,3,2026-02-13 10:41:56.871717+00,2026-02-13 10:41:56.871717+00,,,,,60
b031f031-6353-4a66-8e93-cc117fbe6f45,c3251261-cbc7-4bba-a6e8-17a947cf74ae,Cover Session,". Cover Sessions: 7:30 PM",,2026-02-10,2026-02-10,done,3,2026-02-13 10:42:20.851509+00,2026-02-13 10:42:20.851509+00,,,,,60
77b7ad0f-4bc0-4b19-9de1-69e7be8f511e,c3251261-cbc7-4bba-a6e8-17a947cf74ae,Cover Session,". Cover Sessions: 3:00 PM",,2026-02-09,2026-02-09,done,3,2026-02-13 10:44:38.482772+00,2026-02-13 10:44:38.482772+00,,,,,60
1cd6b916-5dd5-4bd3-bdaa-9a5f4ea87b3f,8bbfaf3e-70d2-46f4-8748-47e04282553d,One-to-One Meeting,Evaluation meeting for Jan report with Fadwa Radwan,,2026-02-13,2026-02-13,done,2,2026-02-13 11:00:17.618987+00,2026-02-13 11:00:17.618987+00,,,13:00,13:30,30
b84d26ec-5497-4e8a-b164-78d927595c19,8bbfaf3e-70d2-46f4-8748-47e04282553d,One-to-One Meeting,Evaluation meeting for Jan report with Steven Hany,,2026-02-13,2026-02-13,done,2,2026-02-13 11:00:54.015938+00,2026-02-13 11:02:26.287225+00,,,13:30,14:00,30
13b9977a-8721-46e9-a393-34728de45550,45620717-bd9b-45ba-8265-b85af82e7796,Check Flags,Check new yellow flags,,2026-02-13,2026-02-13,done,3,2026-02-13 10:32:09.793239+00,2026-02-13 11:30:18.833076+00,,,13:30,,
a8439d4e-a643-43a4-bd4d-a88067134ee7,45620717-bd9b-45ba-8265-b85af82e7796,Session Review,Review Alaa Ali's session to validate the flag,,2026-02-13,2026-02-13,done,3,2026-02-13 10:33:43.054627+00,2026-02-13 11:30:41.456111+00,,,14:00,,
26747601-535c-4769-a487-e41717f6f49f,5e79744b-61bd-4698-9823-bc234914d767,Other,HR meeting,,2026-02-08,2026-02-08,done,2,2026-02-13 12:27:58.976447+00,2026-02-13 12:27:58.976447+00,,,14:00,15:00,60
807fb618-ffe0-4356-8937-2cded7d73d32,5e79744b-61bd-4698-9823-bc234914d767,Other,HR meeting,,2026-02-10,2026-02-10,done,2,2026-02-13 12:28:44.301677+00,2026-02-13 12:28:44.301677+00,,,14:00,15:00,60
5c3b9093-d598-4e38-b54b-ddbaf72a7f65,38b09a82-449a-4bc8-be88-3db7db207770,One-to-One Meeting,"With: T-8744 To fix a small issue in the new slides in his browser",,2026-02-13,2026-02-13,done,4,2026-02-13 12:30:04.479791+00,2026-02-13 12:30:04.479791+00,,,14:22,14:27,5
449df9fb-3b1d-4ad8-a06d-a9f6c7d40a4e,5e79744b-61bd-4698-9823-bc234914d767,Team Meeting,Meeting with TL Nada,,2026-02-09,2026-02-09,done,3,2026-02-13 12:41:41.285734+00,2026-02-13 12:41:41.285734+00,,,14:00,15:00,60
9d4ad0af-cc59-4763-91ec-2b98e4babc07,5e79744b-61bd-4698-9823-bc234914d767,Team Meeting,Meeting With TL Nada and TL Anan,,2026-02-07,2026-02-07,done,3,2026-02-13 12:43:47.471504+00,2026-02-13 12:43:47.471504+00,,,14:00,15:00,60
53fa92b1-21ad-4157-ae13-89af85b5a9dd,5e79744b-61bd-4698-9823-bc234914d767,Team Meeting,"sub team meeting team-10-d to discuss how to improve the quality and KPIs",,2026-02-10,2026-02-10,done,3,2026-02-13 12:46:36.107455+00,2026-02-13 12:46:36.107455+00,,,01:00,14:00,780
a9fd0301-8e8e-4b72-b6bb-18801f9d7e68,5e79744b-61bd-4698-9823-bc234914d767,Cover Session,"cover session out of my team Cover Sessions: 9:00 PM",,2026-02-11,2026-02-11,done,4,2026-02-13 12:54:56.891482+00,2026-02-13 12:54:56.891482+00,,,,,60
b549ebea-221b-4a52-a01d-4e47e007c43c,5f193202-62b8-4a1a-96c2-8599bfd076ca,Cover Session,"Cover Session Cover Sessions: 3:00 PM",,2026-02-13,2026-02-13,done,3,2026-02-13 12:39:18.923655+00,2026-02-16 14:37:59.115177+00,,,,,60
7265a0ee-93ef-42ce-9649-64ea53e46bd3,c1402d6f-183f-4afe-af13-6319784141e9,Team Meeting,Meeting with new mentors in Team4,https://meet.google.com/rgp-xgok-jtz,2026-02-13,2026-02-13,done,4,2026-02-13 13:01:26.199994+00,2026-02-13 13:01:26.199994+00,,,14:25,15:45,80
79da2fc1-1f63-41e3-9dfa-fb0e21ee16b7,6345052b-8082-42f6-af04-1e0bd9a21d5b,Other,"-schedule slot messages -call new tutors",,2026-02-13,2026-02-13,done,3,2026-02-13 12:15:30.040933+00,2026-02-13 13:02:00.198083+00,,,,,,
7a887495-9a80-41c7-9691-5b478765d881,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,Check Flags,Check the Team 04 Flags Sheet and remind my teammate,,2026-02-13,2026-02-13,done,2,2026-02-13 13:04:35.624116+00,2026-02-13 13:04:35.624116+00,,,15:00,15:30,30
c02333da-18b3-4e99-8b1a-aad66f61d9de,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,Check Flags,Send Flags to Ahmed Kamel,,2026-02-13,2026-02-13,done,2,2026-02-13 13:06:31.093995+00,2026-02-13 13:06:31.093995+00,,,15:05,15:31,26
bbd8cff8-2611-483e-aaf4-28d42cb46a55,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,One-to-One Meeting,Evaluation Meeting with Youssef Samy,https://zoom.us/j/95763229807,2026-02-13,2026-02-13,done,2,2026-02-13 13:56:52.037826+00,2026-02-13 14:24:04.236496+00,,,16:00,16:30,30
fbcc6638-2586-474e-ab53-18aa566723d7,188360e8-9c42-43db-b011-b10a443d51bd,Cover Session,"I have 2 sessions today Cover Sessions: 6:00 PM, 9:00 PM",,2026-02-13,2026-02-13,done,3,2026-02-13 11:52:19.280535+00,2026-02-13 20:05:54.906838+00,,,,,,
4ca63e42-b22e-4ee0-b584-67ce98b50c3a,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,Other,Adding Alaa Saber to my Group channel,,2026-02-13,2026-02-13,done,2,2026-02-13 13:35:34.381177+00,2026-02-13 13:35:34.381177+00,,,15:35,15:35,
3ccb7b1a-82d6-4f2f-b1c2-d9fca9098b37,38b09a82-449a-4bc8-be88-3db7db207770,One-to-One Meeting,"With Ahmed el sayd -> T-8718 For the quality score of February 2026",,2026-02-13,2026-02-16,done,3,2026-02-12 16:02:23.869673+00,2026-02-13 13:41:37.960953+00,,,,,,
8a426550-33ea-4bae-b3a6-f396a7527ac3,c1402d6f-183f-4afe-af13-6319784141e9,Other,sending quality comments to tutors,,2026-02-13,2026-02-13,done,3,2026-02-13 13:59:23.753793+00,2026-02-13 13:59:23.753793+00,,,15:30,16:00,30
5682124b-9673-4734-a764-b533218909d6,c1402d6f-183f-4afe-af13-6319784141e9,Other,Send monthly development plan reminder .,,2026-02-13,2026-02-13,done,3,2026-02-13 14:00:41.255369+00,2026-02-13 14:00:41.255369+00,,,14:00,14:15,15
bd583b8f-c0a5-4e73-9d21-9125e63d78d9,188360e8-9c42-43db-b011-b10a443d51bd,Other,check study plan with tutors,,2026-02-14,2026-02-14,done,3,2026-02-13 20:18:25.703315+00,2026-02-14 20:07:36.818395+00,,,,,,
50d6c40f-0efd-4c4e-9b80-02fac8081592,45620717-bd9b-45ba-8265-b85af82e7796,Other,assist tutors,,2026-02-13,2026-02-13,done,4,2026-02-13 15:12:57.05265+00,2026-02-13 15:13:04.709225+00,,,14:55,,
d4fc07ff-11ba-42cb-9c2a-59e4b95dc6b1,8f33f62c-b915-40ed-8129-d2b60864e017,Other,Study check and reminders,,2026-02-13,2026-02-13,done,2,2026-02-13 15:13:34.080659+00,2026-02-13 15:13:34.080659+00,,,,,,
df60f8b1-af3c-4440-a15a-e98b162c77d9,c80a2219-df11-4617-9221-4a0715234c79,Cover Session,"The tutor mohamed abdulah had a problem with his laptop and didn't solved and the other two tutors took emergency leave (Salma Khaled, Soad Omar) Cover Sessions: 3:00 PM, 6:00 PM, 9:00 PM, 4:30 PM, 7:30 PM",,2026-02-07,2026-02-07,done,2,2026-02-13 15:44:28.164838+00,2026-02-13 15:44:28.164838+00,,,,,300
b260c76a-8769-4878-a96b-25b9959ab04c,11dd4b0c-9af0-4901-a65a-252d72623af0,Cover Session,"S-85510 Cover Sessions: 3:00 PM",,2026-02-13,2026-02-13,done,3,2026-02-13 16:02:55.988592+00,2026-02-13 16:02:55.988592+00,,,,,60
8f9ce4da-a75e-419c-8c57-9fa24071f03d,c1402d6f-183f-4afe-af13-6319784141e9,Other,Send Team groups for Feb Challenge ..,,2026-02-13,2026-02-13,done,4,2026-02-13 14:01:42.476708+00,2026-02-13 15:55:26.245384+00,,,,,,
8796b132-babc-4981-afd0-aa3b9c570a88,8bbfaf3e-70d2-46f4-8748-47e04282553d,Cover Session,"Covering sessions Cover Sessions: 4:30 PM",,2026-02-13,2026-02-13,done,2,2026-02-13 16:02:05.369229+00,2026-02-13 16:02:05.369229+00,,,,,60
b33e8109-0604-4e09-816b-36b61bd1e264,11dd4b0c-9af0-4901-a65a-252d72623af0,Cover Session,"S-220580 Cover Sessions: 4:30 PM",,2026-02-13,2026-02-13,done,3,2026-02-13 16:03:26.998281+00,2026-02-13 16:03:26.998281+00,,,,,60
2996c87d-5cd3-4d1e-b72d-58311e5a4369,11dd4b0c-9af0-4901-a65a-252d72623af0,Cover Session,"S-D5049 Cover Sessions: 6:00 PM",,2026-02-13,2026-02-13,done,2,2026-02-13 16:04:08.276939+00,2026-02-13 16:04:08.276939+00,,,,,60
f4de5ae0-1d6d-4ff0-bb2c-86d18f5ff512,c1402d6f-183f-4afe-af13-6319784141e9,Cover Session,".. Cover Sessions: 6:00 PM",,2026-02-13,2026-02-13,done,4,2026-02-13 14:59:34.434861+00,2026-02-13 17:03:50.373202+00,,,,,60
027daba7-0e2c-4110-9cd8-79a6327b12e8,0af709a7-115e-4c62-9863-c0c078daf370,Cover Session,"Outside subteam Cover Sessions: 3:00 PM, 4:30 PM",,2026-02-13,2026-02-13,done,2,2026-02-13 14:49:34.738893+00,2026-02-13 18:26:18.872378+00,,,,,,
8c39dff0-86b8-437d-809b-4518db88363d,6345052b-8082-42f6-af04-1e0bd9a21d5b,Study Plan,checking sheet study plan of each tutor,,2026-02-13,2026-02-14,done,2,2026-02-13 13:17:29.882441+00,2026-02-13 19:51:31.973739+00,,,,,,
af5a8af0-d37b-4fd5-bad9-d026f902c965,c1402d6f-183f-4afe-af13-6319784141e9,Study Plan,Follow up study  plan,,2026-02-13,2026-02-13,done,3,2026-02-13 14:06:16.69051+00,2026-02-13 19:07:58.910757+00,,,17:00,17:15,15
58377b06-a413-4aa8-90c6-b4ff284c610c,c1402d6f-183f-4afe-af13-6319784141e9,Other,Report quality comments need to remove in sheet,,2026-02-13,2026-02-13,done,3,2026-02-13 14:12:26.799833+00,2026-02-13 19:07:20.901718+00,,,20:07,20:28,21
e6310222-e276-4a4e-b177-c141b504b4db,6008cfbc-3ac3-41a7-ae2f-81a2d0a2ee25,Study Plan,Study plan for March,,2026-02-13,2026-02-19,done,2,2026-02-13 13:36:31.980109+00,2026-02-14 15:39:34.954623+00,,,,,,
35007e32-f849-404f-af69-266eebea826d,c3251261-cbc7-4bba-a6e8-17a947cf74ae,Session Review,validating student case,,2026-02-13,2026-02-13,done,2,2026-02-13 12:09:14.05625+00,2026-02-16 12:02:09.063023+00,,,14:08,,
2ecb987d-b9cc-47f6-a0d9-a82f735526ec,80b0c01a-eb23-47ed-945b-572314a36b39,Other,G11 M4 Workshop,,2026-02-17,2026-02-17,done,2,2026-02-13 12:17:05.293673+00,2026-02-17 13:17:34.571663+00,,,,,,
37b2a6aa-39ea-4b87-aa46-5220449c5026,14626a70-e06d-4406-bdff-0ca0271f27c0,Cover Session,"4 sessions Cover Sessions: 3:00 PM, 4:30 PM, 7:30 PM, 9:00 PM",,2026-02-10,2026-02-10,done,2,2026-02-13 16:10:27.224883+00,2026-02-13 16:10:27.224883+00,,,,,240
57dfa98e-fd2a-4ddf-8333-5e219c94d972,45620717-bd9b-45ba-8265-b85af82e7796,Other,preparing for the February Team Meeting,https://www.canva.com/design/DAHBODzbbFM/62mpELGnc0sOn9pQM1g0cQ/edit?utm_content=DAHBODzbbFM&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,2026-02-13,2026-02-13,done,2,2026-02-13 16:15:18.517883+00,2026-02-13 16:15:18.517883+00,,,,,,
851e5888-0bdb-4e58-86cf-965f110d12aa,c1402d6f-183f-4afe-af13-6319784141e9,Session Review,S-274017,https://zoom.us/rec/share/7bOYiw-oUZBRPfEGksetSIpwkpMTBnX6jqlfvh402SeYgg9-0Z2vSyb6Xmi7N9SH.gQKqPYBkuj_1XZ1t?startTime=1770733167000 Passcode: 3.sRs#6F,2026-02-13,2026-02-13,done,4,2026-02-13 13:02:16.568387+00,2026-02-13 19:44:23.494501+00,,,21:20,21:44,24
e59001b8-2819-412e-9439-d5e9352574ca,c1402d6f-183f-4afe-af13-6319784141e9,Session Review,Noha quality comment .. need review session,https://zoom.us/rec/play/YLHtFs-VS2oItsRAMzxPdSHH90bPNdEESdzeaQHYwlVhR7VBVc5xmbz1Mk3EyVGukiGhPRzlKcDB8BRg.6cGp5ENFGAn-jJW7?eagerLoadZvaPages=&accessLevel=meeting&canPlayFromShare=true&from=share_recording_detail&continueMode=true&componentName=rec-play&originRequestUrl=https%3A%2F%2Fzoom.us%2Frec%2Fshare%2Fa_HjT2eFUscQuBCEtbxsIs_vIr9RiZjOxU9dVVfDy5Lq2BZh501w7TFNPjtCWt8l.QI3zvKKRaljwPE_O,2026-02-13,2026-02-13,done,2,2026-02-13 18:45:44.88238+00,2026-02-13 19:09:54.932944+00,,,20:31,21:06,35
c656198e-7c85-4b44-970c-0c4e2c85c18f,c80a2219-df11-4617-9221-4a0715234c79,Cover Session,"The tutor, Mohamed Abdulah, applied for a planned leave on this day, and tutor Soad requested an excuse for the 9:00 pm slot Cover Sessions: 4:30 PM, 6:00 PM, 7:30 PM, 9:00 PM",,2026-02-09,2026-02-09,done,2,2026-02-13 16:26:07.507793+00,2026-02-13 16:26:07.507793+00,,,,,240
3d1be2a5-9246-4354-aba0-c22c3298530c,14626a70-e06d-4406-bdff-0ca0271f27c0,Study Plan,"checking on tutor's progress and providing support as needed",,2026-02-13,2026-02-13,done,2,2026-02-13 16:30:28.647438+00,2026-02-13 16:30:28.647438+00,,,,,,
bdeeaa53-922d-4192-bb7e-7b29c7efce81,c80a2219-df11-4617-9221-4a0715234c79,Cover Session,"The tutor, Mohamed Abdulah, applied for an emergency leave on this day, and the same with Ziad Ibrahim Cover Sessions: 4:30 PM, 7:30 PM, 6:00 PM, 9:00 PM",,2026-02-10,2026-02-10,done,2,2026-02-13 16:31:11.411039+00,2026-02-13 16:31:11.411039+00,,,,,240
9cfa3359-8439-4651-8c03-a1298036de57,c80a2219-df11-4617-9221-4a0715234c79,Other,a workshop with the team 10,,2026-02-09,2026-02-09,done,2,2026-02-13 16:43:45.989511+00,2026-02-13 16:43:45.989511+00,,,13:30,14:45,75
5dcfd960-5cd5-4447-ba94-114595e3c226,cea54012-b4d5-4643-8164-2e220e64ddf7,One-to-One Meeting,Meeting with mentor Ahmed T-1333 to discuss his role and his KPIs,,2026-02-13,2026-02-13,done,2,2026-02-13 16:44:35.847121+00,2026-02-13 16:44:35.847121+00,,,,,,
c4aa8fc0-9608-44ce-993b-0839b48605dc,c80a2219-df11-4617-9221-4a0715234c79,Other,meeting with the team leader the mentors and the new team leader,,2026-02-07,2026-02-07,done,2,2026-02-13 16:38:53.053397+00,2026-02-13 16:45:15.670857+00,,,14:00,14:30,30
aa4e0e7d-b488-4590-9ca8-00d509cb6d74,c80a2219-df11-4617-9221-4a0715234c79,Cover Session,"The tutor, Mohamed Abdulah, applied for a planned leave on this day Cover Sessions: 3:00 PM, 4:30 PM, 9:00 PM",,2026-02-08,2026-02-08,done,2,2026-02-13 16:23:29.948021+00,2026-02-13 16:45:31.951149+00,,,,,,
4a0b22c2-9da5-401d-a1a5-eaac6c7fcec4,cea54012-b4d5-4643-8164-2e220e64ddf7,One-to-One Meeting,"Meeting with T-6287 because of the repeated action of not submitting his leaves through the dashboard, but from the moderation channel Also reflecting on his no-show numbers",,2026-02-13,2026-02-13,done,4,2026-02-13 16:46:41.664858+00,2026-02-13 16:46:41.664858+00,,,,,,
bac7950c-c764-44e4-9406-62eab900d214,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,Checking leaves on the  system,,2026-02-13,2026-02-13,done,4,2026-02-13 16:47:19.911898+00,2026-02-13 16:47:19.911898+00,,,,,,
0f542c71-2153-42a7-8bdf-51ffaeffac3d,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,CS Cases,,2026-02-13,2026-02-13,done,4,2026-02-13 16:47:45.716841+00,2026-02-13 16:47:45.716841+00,,,,,,
c83ca418-5065-4f32-8a9c-d2148d1058d4,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,"Sending reminders to the mentors who are responsable of responding to the new batches on Slack and following up with them",,2026-02-13,2026-02-13,done,3,2026-02-13 16:49:22.861757+00,2026-02-13 16:49:22.861757+00,,,,,,
3e34cdcc-03f0-42fe-9ccd-8d59a581668e,7649f3a3-7473-4896-90e5-8afa734828e8,Cover Session,"Hamza Mustafa Nasreldin S-108416 - Grade 3 - 4 Copy Login Link Tue 10 Feb 2026 06:00 PM active L5: Jarvis, Let's play! M3: Chatbots - Create Your Own Siri - 1 Cover Sessions: 6:00 PM",,2026-02-10,2026-02-10,done,2,2026-02-13 17:05:20.31176+00,2026-02-13 17:05:20.31176+00,,,,,60
a8e236f4-8c49-4bd2-991a-1d6316e31fc2,7649f3a3-7473-4896-90e5-8afa734828e8,Cover Session,"eiad Mustafa S-234772 - Grade 9 - 10 Copy Login Link Fri 13 Feb 2026 06:00 PM active L10: Enemy spawner & Particles system M2: 2D Game Design With Game Engine - 2 Cover Sessions: 6:00 PM",,2026-02-13,2026-02-13,done,2,2026-02-13 17:05:56.113497+00,2026-02-13 17:05:56.113497+00,,,,,60
c3ae602e-4f81-4ccd-a6c2-3ed54e8e3535,8f33f62c-b915-40ed-8129-d2b60864e017,Cover Session,informed after the session started,,2026-02-13,2026-02-13,done,4,2026-02-13 17:13:00.977076+00,2026-02-13 17:13:00.977076+00,,,,,,
fd405e00-d587-4ba5-8539-15316bb2ea11,10dddfcd-487c-4fdf-b1df-19952e29a06a,Study Plan,checking tutors study progress,,2026-02-13,2026-02-13,done,2,2026-02-13 17:18:45.601833+00,2026-02-13 17:18:45.601833+00,,,,,,
83e60a34-59bc-432a-ac21-3039f452d12b,38b09a82-449a-4bc8-be88-3db7db207770,Session Review,"Instructor ID: T-8928 Student ID: S-107394 Session Date: 8 Feb 2026 Reviewed on:  13 Feb 2026 He is almost perfect",,2026-02-13,2026-02-13,done,1,2026-02-13 17:18:50.354185+00,2026-02-13 17:18:50.354185+00,,,,,,
18fe1e03-e65c-4512-9e9b-7c4dcb6f17c4,316e69c6-4baa-49c3-aec7-eef97b2756ee,Cover Session,"Cover 4 session today Cover Sessions: 3:00 PM, 6:00 PM, 4:30 PM, 9:00 PM",,2026-02-13,2026-02-13,done,3,2026-02-13 18:31:42.224158+00,2026-02-13 18:31:49.657493+00,,,,,,
769d654f-8956-4e6b-9aef-0ff501dcdbe6,52262890-c566-4bb3-b1b3-9ae52851f182,Other,"support aya in Grade 9 - 10 M3: Game Development with Unity - 1 L6: The User Interface - Part 1",,2026-02-13,2026-02-20,done,3,2026-02-13 19:38:37.602125+00,2026-02-13 19:39:08.977479+00,,,16:00,16:22,22
ad4e1048-0dce-4c09-abc6-3eabd6bac187,6345052b-8082-42f6-af04-1e0bd9a21d5b,Other,"Send Comments (Need to Improve) of February to tutors T-11413 Yara Mostafa all is sent before except for yara",,2026-02-13,2026-02-19,done,3,2026-02-13 19:38:55.422738+00,2026-02-15 19:51:11.056058+00,,,,,,
2d05427b-2a1e-4836-abd8-6e8ebdc30072,52262890-c566-4bb3-b1b3-9ae52851f182,Check Flags,tcheck flags and quality comment for all my team,,2026-02-13,2026-02-13,done,2,2026-02-13 19:50:04.577667+00,2026-02-13 19:50:04.577667+00,,,17:30,17:45,15
9ed04a25-6fe9-4386-b3fd-e444131a5836,52262890-c566-4bb3-b1b3-9ae52851f182,Session Review,2 sessions S-D1905 & S-358699,,2026-02-13,2026-02-13,done,2,2026-02-13 19:55:33.80417+00,2026-02-13 19:55:33.80417+00,,,,,,
6d9224a8-c7f6-4bd1-8839-040dbd202d19,52262890-c566-4bb3-b1b3-9ae52851f182,Other,validate two downgrade cases from tutor shereen S-D1905 & S-358699,,2026-02-13,2026-02-13,done,2,2026-02-13 19:53:41.811947+00,2026-02-13 19:55:51.644339+00,,,19:30,,
0aff47c1-284e-43e5-a3dd-43a4fc256fc9,c3251261-cbc7-4bba-a6e8-17a947cf74ae,Cover Session,". Cover Sessions: 3:00 PM, 6:00 PM, 9:00 PM",,2026-02-13,2026-02-13,done,2,2026-02-13 17:12:28.788699+00,2026-02-13 20:05:00.664807+00,,,,,,
d3a67e31-a1c8-46d4-be5d-38ab5a44c224,0af709a7-115e-4c62-9863-c0c078daf370,One-to-One Meeting,Evaluation meeting with  Sara Atef,,2026-02-14,2026-02-14,done,3,2026-02-13 20:17:41.56545+00,2026-02-14 12:38:25.036089+00,,,13:30,14:00,30
b8820715-f367-4d42-8b46-d375a8c0adc0,0af709a7-115e-4c62-9863-c0c078daf370,Other,"تجهيز كارد تهنئه المدربين بقدوم شهر رمضان المبارك صور تم اعدادها وتعديلها باستخدام ال AI tools",,2026-02-13,2026-02-13,done,3,2026-02-13 18:27:34.759652+00,2026-02-14 12:38:30.761812+00,,,,,,
f25ad457-cc78-41f4-b0fb-fdaedcb54bd8,52262890-c566-4bb3-b1b3-9ae52851f182,Other,collect feedback about new slides from tutors,,2026-02-13,2026-02-13,done,2,2026-02-13 19:57:42.295675+00,2026-02-14 18:48:06.450429+00,,,,,,
d9bbd9fe-319b-4d8e-a7c8-abb5649b434a,c1402d6f-183f-4afe-af13-6319784141e9,One-to-One Meeting,Evaluation meeting with abdelRahman Gamal,https://zoom.us/j/93153808228,2026-02-14,2026-02-14,done,3,2026-02-13 19:09:33.63305+00,2026-02-14 15:46:11.575521+00,,,14:00,14:30,30
1ff15129-58ba-42d5-9aba-3dc66628ee21,45620717-bd9b-45ba-8265-b85af82e7796,Other,Request feedback from the tutors concerning the latest slide updates.,,2026-02-13,2026-02-13,done,2,2026-02-13 16:18:51.826153+00,2026-02-15 09:15:41.444308+00,,,,,,
33895eac-ad9a-4aa8-8024-b53604ef20f6,11dd4b0c-9af0-4901-a65a-252d72623af0,Other,creating a presentation for quality workshop,https://www.canva.com/design/DAG-mxbBOCk/gj5lao4v24IOXpAWmW2Gzw/edit?utm_content=DAG-mxbBOCk&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,2026-02-13,2026-02-14,done,1,2026-02-13 16:06:13.63569+00,2026-02-14 19:01:41.819473+00,,,14:00,22:00,480
ea8bffde-7b79-438a-b3b6-cae2e7327d05,2037f361-3570-4946-9b8d-e7d24189b59e,One-to-One Meeting,solving hager's problem with zoom,,2026-02-13,2026-02-13,done,4,2026-02-13 20:22:50.793674+00,2026-02-13 20:22:50.793674+00,,,22:15,23:00,45
f445f223-c5a6-49ed-ae36-7f44b5fa2675,2037f361-3570-4946-9b8d-e7d24189b59e,Other,rana's problem with zoom account,,2026-02-13,2026-02-13,done,4,2026-02-13 20:24:03.090802+00,2026-02-13 20:24:03.090802+00,,,17:00,18:00,60
76abbd9b-9a4b-41fa-8a99-c4097ac74fdc,2037f361-3570-4946-9b8d-e7d24189b59e,Cover Session,"covering rana at 6 and out of team at 9 Cover Sessions: 6:00 PM, 9:00 PM",,2026-02-13,2026-02-13,done,2,2026-02-13 20:25:04.614576+00,2026-02-13 20:25:04.614576+00,,,,,120
6feba752-5eaa-413b-8449-1a0c5ec165c2,38b09a82-449a-4bc8-be88-3db7db207770,Other,Preparing comprehensive K12 ready to use projects to ease work flow,,2026-02-13,2026-02-28,in_progress,1,2026-02-13 20:28:49.51235+00,2026-02-13 20:28:49.51235+00,,,,,,
49024b51-b81f-42bf-bd5e-e8f6321ca30b,2037f361-3570-4946-9b8d-e7d24189b59e,Session Review,cs case for marah,,2026-02-13,2026-02-13,done,2,2026-02-13 20:49:13.368862+00,2026-02-13 20:49:13.368862+00,,,19:00,20:00,60
3c4fc7cb-e18b-4bd8-ad8e-ad57b2021b30,2037f361-3570-4946-9b8d-e7d24189b59e,One-to-One Meeting,with osama he had a problem with a project,,2026-02-14,2026-02-14,done,2,2026-02-14 14:50:53.636379+00,2026-02-14 14:50:53.636379+00,,,13:30,14:00,30
f2eb8acc-c521-474f-ab8d-63b430e5d938,ad80a2c7-9970-4a96-bd28-c781bc81d03f,One-to-One Meeting,Evaluation meeting with Khaled,,2026-02-14,2026-02-14,done,2,2026-02-14 11:27:27.173428+00,2026-02-14 11:27:27.173428+00,,,13:00,13:25,25
8bf534f1-9d13-495b-a1d2-4636e50f5486,8bbfaf3e-70d2-46f4-8748-47e04282553d,One-to-One Meeting,Evaluation meeting for Jan report with Somaya Saeed,,2026-02-14,2026-02-14,done,2,2026-02-13 22:14:47.418714+00,2026-02-14 11:58:12.528614+00,,,13:00,13:30,30
6d89d899-7eb2-45ed-ad46-796b02353b92,5e79744b-61bd-4698-9823-bc234914d767,Cover Session,"cover session out of my team Cover Sessions: 9:00 PM, 7:30 PM, 6:00 PM",,2026-02-10,2026-02-10,done,4,2026-02-13 22:23:19.837666+00,2026-02-13 22:23:19.837666+00,,,,,180
